TIMESTAMP,OPEN,HIGH,LOW,CLOSE,TURNOVER,VOLATILITY
2015-04-10,41.97,42.33,41.8,42.18,0.02182689743944785,0.0
2015-04-13,42.09,42.6,41.81,41.96,0.020166149410461173,0.0053105505409399845
2015-04-14,41.71,41.9,41.1,41.49,0.016237232748671043,0.005748670732042882
2015-04-15,41.49,41.92,41.32,41.57,0.010476395643921131,0.012842729207566019
2015-04-16,41.54,41.83,41.26,41.34,0.008902575298519538,0.007220685657104542
2015-04-17,41.0,41.38,40.7,41.36,0.013253252202889162,0.005872629012556253
2015-04-20,41.36,41.57,40.77,41.05,0.013732964234525379,0.007785923796692408
2015-04-21,41.16,42.15,40.86,41.88,0.018418473697889407,0.027519009013608823
2015-04-22,42.5,44.38,42.34,43.89,0.04219212197713166,0.02772794695278114
2015-04-23,43.65,44.3,43.43,43.72,0.023670086285835328,0.051724392357586746
2015-04-24,44.1,44.16,43.6,43.69,0.013027347543695821,0.003050223724496782
2015-04-27,44.51,47.75,44.4,46.31,0.06263407897625169,0.06084270599980879
2015-04-28,46.95,47.1,45.61,46.1,0.032653686770906395,0.06468606802054011
2015-04-29,46.01,46.99,45.53,46.49,0.021120744157978877,0.013168448299205583
2015-04-30,46.08,46.58,45.03,45.21,0.020990889223240664,0.036080258661175146
2015-05-01,45.99,46.35,44.08,45.21,0.028341107801935175,0.027444430154701764
2015-05-04,45.64,46.95,45.42,46.1,0.02379564849545823,0.019908802640102186
2015-05-05,47.55,47.9,45.83,46.59,0.031105622776196683,0.009235173950211648
2015-05-06,46.82,46.89,45.64,46.09,0.02828315601287845,0.021403008023476493
2015-05-07,44.2,47.5,44.05,47.36,0.05073947427235905,0.03846182261155328
2015-05-08,47.2,47.68,46.74,47.32,0.025049124229129596,0.028446423259854022
2015-05-11,47.26,48.58,47.06,47.9,0.030437030839486696,0.01297434074848812
2015-05-12,48.02,49.27,47.64,48.95,0.03414540874847763,0.009749714257800891
2015-05-13,49.52,49.66,48.45,48.64,0.029191603965406543,0.028295764293641553
2015-05-14,48.96,48.98,48.25,48.82,0.015539128326793281,0.010157283499829233
2015-05-15,48.79,49.88,48.5,49.77,0.024294677790113354,0.015635142623823917
2015-05-18,49.4,49.98,49.2,49.75,0.017992957320834016,0.01978001890156888
2015-05-19,49.69,50.2,49.23,49.43,0.019715413273353317,0.006110624143275433
2015-05-20,49.43,49.55,48.27,48.87,0.020152198053836404,0.004816863949605646
2015-05-21,48.61,49.32,48.47,49.12,0.010574055140294499,0.016486693407633084
2015-05-22,49.08,49.72,49.0,49.55,0.011928946504815133,0.0033930277126792002
2015-05-26,49.54,50.4,49.3,49.49,0.01877369670118155,0.009680437051831622
2015-05-27,49.7,49.9,49.11,49.49,0.01828808217251178,0.0009686712776373021
2015-05-28,49.41,50.36,49.01,50.29,0.01957107039135092,0.016368278801598402
2015-05-29,50.2,50.57,49.89,50.16,0.020333029099318962,0.01883206475801546
2015-06-01,50.28,50.32,49.49,49.89,0.01344213210796293,0.0027977561103701967
2015-06-02,49.78,49.88,49.26,49.67,0.01145513697021247,0.0009730583972669727
2015-06-03,49.64,50.14,49.4,49.8,0.009559362241162413,0.006986777837147607
2015-06-04,49.5,49.86,49.14,49.18,0.013165787928664663,0.014906909067901921
2015-06-05,49.2,49.94,49.14,49.83,0.016215769123094477,0.025423567079579483
2015-06-08,50.17,51.75,50.06,51.26,0.02692075237940602,0.015605020259495941
2015-06-09,51.08,51.55,50.83,51.2,0.014010918185741888,0.029830234747850622
2015-06-10,50.38,50.8,49.7,50.14,0.018536523638560513,0.01957164700926494
2015-06-11,50.65,50.87,50.09,50.28,0.010968449260263871,0.023535263748161835
2015-06-12,50.04,50.69,50.04,50.14,0.007631928664386921,0.005695980075898747
2015-06-15,49.94,50.26,49.2,50.08,0.011730944558871324,0.0016272753554988993
2015-06-16,50.03,50.69,49.82,50.62,0.010649714420451888,0.012179965226373423
2015-06-17,50.43,52.87,50.4,52.08,0.029581705360260602,0.017857199464037292
2015-06-18,52.4,52.69,52.0,52.38,0.014931707722976506,0.023117272495157597
2015-06-19,52.48,52.76,52.02,52.5,0.013216227448769588,0.003315882984507415
2015-06-22,52.43,52.88,51.14,51.96,0.02447443565431708,0.012728902566318633
2015-06-23,52.06,53.6,51.71,53.53,0.020770350470441463,0.04069368123131211
2015-06-24,53.4,53.47,52.74,53.03,0.012944175994586634,0.039672054102031666
2015-06-25,53.29,54.28,53.05,53.76,0.01528854049818689,0.022991459911755982
2015-06-26,53.78,53.82,53.2,53.42,0.02059649510327129,0.01997624415984943
2015-06-29,52.39,53.19,52.14,52.4,0.018667451754577555,0.012657721652238529
2015-06-30,52.96,54.18,52.8,53.65,0.016564016448074235,0.04279736183827198
2015-07-01,54.22,54.52,53.57,53.83,0.011274842515369329,0.020497294206527114
2015-07-02,56.04,56.49,54.66,56.0,0.0384408168169876,0.03706869327324357
2015-07-06,55.78,56.34,55.26,55.94,0.0221177295660103,0.0414577728291795
2015-07-07,55.0,55.04,52.15,53.58,0.032759395126870976,0.04125666615218159
2015-07-08,51.86,52.16,50.86,50.99,0.033381840268591347,0.005902501276494211
2015-07-09,51.82,52.59,51.36,51.58,0.01789046850870592,0.05984018954155434
2015-07-10,52.44,52.6,51.56,51.83,0.01400984500446306,0.006840682350970734
2015-07-13,52.45,52.51,51.21,52.43,0.01588469269857597,0.006845880576025138
2015-07-14,52.42,53.2,52.1,53.13,0.010236003037463607,0.0016976728323527574
